Country_,Name,Issuer_,Distributor_,Wrapper_,Volume_,ProductCurrency,Underlying_,Underlying_Type_,InitialStrikeDateUTC,Tenor,AutoCallFreq_,CapitalProtection,PDI_Type_,PDI_Barrier_,MinCoupon_,MaxCoupon_,MaxAnnualizedPayout_,AC_FirstDate_,AC_FirstLevel_,AC_FirstPayout_,AC_LastLevel_,AC_LastPayout_,Description_,ISIN_,FT_
FRA,Autocallable Notes,Morgan Stanley,Non-public,Medium Term Note,5.0,EUR,['MerQube NORDEA BANK ABP 0.94 Point Decrement EUR Index'],Decrement,2025-05-28T00:00:00Z,12.27945,Daily,0.0,European,-60.0,,,12.0,2037-08-27T00:00:00Z,0.0,243.9701,0.0,111.992,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 28/05/2025, 28/08/2025",FRIP00001LA6,https://brochures.structuredretailproducts.com/brochure/2025/08/14/D3-87-B3-7C-AC-49-7A-87-7F-D5-B9-A4-5B-20-02-E6.pdf
FRA,Phoenix Autocallable Notes,Morgan Stanley,Non-public,Unit-linked Insurance Plan,5.0,EUR,['MerQube Core Europe Core Sector 50 Point Decrement EUR Index'],Decrement,2025-07-18T00:00:00Z,12.03288,Quarterly,0.0,European,-60.0,,,6.5,2027-07-19T00:00:00Z,-10.0,101.625,-28.0,165.0,"This is a growth and income product linked to the performance of an underlying.On the specified payment dates, the product offers a fixed coupon.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return plus a specific coupon.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",FRIP00001K88,https://brochures.structuredretailproducts.com/brochure/2025/08/14/8C-EC-25-CA-E3-91-F5-0D-1B-99-63-90-21-88-AA-F8.pdf
FRA,Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2025-07-21T00:00:00Z,12.22192,Monthly,0.0,,,,,,2026-09-30T00:00:00Z,0.0,111.04,-19.0,180.96,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 21/07/2025, 30/09/2025",XS3127032541,https://brochures.structuredretailproducts.com/brochure/2025/08/13/A5-2B-80-DF-E4-29-40-35-05-6D-27-63-5C-1A-82-E5.pdf
FRA,Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['MerQube Repsol SA 0.975 Point Decrement EUR Index'],Decrement,2025-07-10T00:00:00Z,12.32603,Monthly,0.0,,,,,,2026-12-21T00:00:00Z,-5.0,111.76,-20.3,152.92,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates:10/07/2025, 20/10/2025",FRC764200206,https://brochures.structuredretailproducts.com/brochure/2025/08/13/C1-2E-FA-D5-25-39-A6-55-36-68-0E-43-CB-BD-2E-0E.pdf
FRA,Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,2.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2025-07-10T00:00:00Z,12.13151,Quarterly,0.0,,,,,,2034-11-15T00:00:00Z,-37.62,192.5,-11.4,135.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3114134813,https://brochures.structuredretailproducts.com/brochure/2025/08/13/3F-E7-AE-BA-E3-7E-58-72-29-30-FD-14-B3-7B-35-89.pdf
FRA,Memory Coupon Barrier Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,24.0,EUR,['MerQube PERP 4.7 Point Decrement EUR Index'],Decrement,2025-08-11T00:00:00Z,12.0274,Quarterly,0.0,,,0.0,8.0,,2026-08-11T00:00:00Z,0.0,100.0,-1.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",FR001400Z7Q5,https://brochures.structuredretailproducts.com/brochure/2025/08/13/E7-21-07-89-8A-8E-7F-FA-F7-C9-65-48-61-59-D8-A8.pdf
FRA,Memory Coupon Barrier Autocall Securities linked to a Basket of Shares,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,"['ENI', 'TotalEnergies', 'Shell']",Oil & Gas,2025-08-08T00:00:00Z,10.02466,SemiAnnually,0.0,,,0.0,6.7,,2035-02-08T00:00:00Z,-20.0,100.0,-7.5,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3114207478,https://brochures.structuredretailproducts.com/brochure/2025/08/13/1E-FA-6C-CB-EB-96-44-61-1D-90-E4-D5-5F-0F-8A-CE.pdf
FRA,Memory Coupon Barrier Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,2.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2025-08-15T00:00:00Z,12.03288,Quarterly,0.0,,,0.0,10.0,,2030-08-15T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3127087016,https://brochures.structuredretailproducts.com/brochure/2025/08/13/52-FF-64-F0-7C-C5-13-04-9E-0F-61-A9-8A-AE-74-EB.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,6.0,EUR,['Morningstar Eurozone Multi-Sector Select 20 Decrement 50 Point GR EUR Index'],Decrement,2025-07-23T00:00:00Z,12.06575,Quarterly,0.0,,,0.0,5.2,,2031-02-06T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 23/07/2025, 06/08/2025",XS3126968604,https://brochures.structuredretailproducts.com/brochure/2025/08/13/96-A4-DC-0C-D8-B8-50-46-FE-AC-C9-34-70-B7-41-9C.pdf
FRA,Autocall Securities linked to an Index,Citi,Non-public,Medium Term Note,5.0,EUR,['Morningstar Eurozone UK Healthcare Static Select 10 EW Decrement 50 GR EUR Index'],Decrement,2025-07-31T00:00:00Z,10.1863,Monthly,0.0,,,,,,2028-12-29T00:00:00Z,0.0,130.9075,0.0,122.19,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 31/07/2025, 30/09/2025",FRC764200255,https://brochures.structuredretailproducts.com/brochure/2025/08/13/37-C8-71-F0-36-1B-7F-16-CB-05-14-5F-2C-3B-3B-D4.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube Repsol SA 0.975 Point Decrement EUR Index'],Decrement,2025-07-07T00:00:00Z,12.10411,Monthly,0.0,,,0.0,9.0,,2027-01-04T00:00:00Z,-1.5,100.0,-17.7,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 07/07/2025, 04/08/2025",XS3106614228,https://brochures.structuredretailproducts.com/brochure/2025/08/13/44-EE-C9-CE-1D-6D-23-AE-69-FE-69-0D-8D-28-E9-6A.pdf
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Morningstar Eurozone Multi-Sector Select 20 Decrement 50 Point GR EUR Index'],Decrement,2025-07-09T00:00:00Z,12.28767,Daily,0.0,,,,,,2026-10-12T00:00:00Z,0.0,108.0438,-30.0,188.0658,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3114205852,https://brochures.structuredretailproducts.com/brochure/2025/08/13/7F-3D-A1-EB-7B-A7-B6-4F-E2-96-1B-F4-7B-FF-5B-64.pdf
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Morningstar Eurozone UK Healthcare Static Select 10 EW Decrement 50 GR EUR Index'],Decrement,2025-07-02T00:00:00Z,10.12055,Daily,0.0,,,,,,2035-05-08T00:00:00Z,-26.25,196.0276,0.0,109.84,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3110782169,https://brochures.structuredretailproducts.com/brochure/2025/08/13/1C-D0-2A-A7-34-97-7A-84-56-56-F8-8E-AD-24-08-AD.pdf
FRA,Worse of Callable Notes,Goldman Sachs,Non-public,Medium Term Note,2.0,EUR,"['Engie', 'Kering']",Utilities,2025-05-30T00:00:00Z,3.0411,,100.0,,,,,,,,,,,"This is a growth product linked to the performance of a basket of underlyings.The issuer has the option to call the product from the first year of investment. In that case the product offers 100% capital return plus a return of 5% for each year elapsed.If not redeemed early, at maturity the product offers 100% capital return plus the last coupon and 5% participation in the rise of the worst performing index.",XS3036900341,https://brochures.structuredretailproducts.com/brochure/2025/08/13/06-25-40-7D-4E-AB-BE-FC-3B-31-C6-45-4D-1F-63-25.pdf
FRA,Worst of Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,"['Rubis', 'Amundi']",,2025-06-04T00:00:00Z,10.10137,Quarterly,0.0,European,-50.0,,,18.0,2031-03-25T00:00:00Z,-24.7,203.5,0.0,118.0,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3028128372,https://brochures.structuredretailproducts.com/brochure/2025/08/12/CB-F4-A9-BC-66-81-F1-A9-86-DE-5B-F6-99-24-7D-AB.pdf
FRA,Worst of Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,"['Engie', 'BASF']",Utilities,2025-03-28T00:00:00Z,10.10137,Monthly,0.0,European,-50.0,,,12.999600000000001,2027-11-17T00:00:00Z,-7.6,133.5823,0.0,112.9996,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2814280801,https://brochures.structuredretailproducts.com/brochure/2025/08/12/5A-53-56-A1-09-4D-94-20-43-65-75-43-78-B5-72-F6.pdf
FRA,Quanto  Worse of Memory Phoenix Autocallable Certificates,Goldman Sachs,Non-public,Investment Certificate,3.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-03-20T00:00:00Z,5.52603,Quarterly,0.0,European,-35.0,0.0,7.1,7.1,2025-09-22T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2688832158,https://brochures.structuredretailproducts.com/brochure/2025/08/12/01-71-14-1C-5D-C3-30-75-1F-6D-C4-56-83-11-D3-32.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Euronext G BNP 230524 Decrement 4.60 Index'],Decrement,2025-04-10T00:00:00Z,10.27123,Quarterly,0.0,European,-50.0,,,10.0,2026-06-30T00:00:00Z,0.0,110.0,-19.0,157.5,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 10/04/2025, 30/06/2025",XS3028196023,https://brochures.structuredretailproducts.com/brochure/2025/08/12/42-EB-5F-4E-3E-AC-77-33-52-DC-23-D5-BB-7F-81-59.pdf
FRA,Worst of Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,"['Covivio', 'Nordea Bank']",Real Estate (Commercial),2025-06-04T00:00:00Z,10.10137,Quarterly,0.0,European,-50.0,,,18.25,2031-03-25T00:00:00Z,-24.7,204.94,0.0,118.25,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3028128299,https://brochures.structuredretailproducts.com/brochure/2025/08/12/2B-F9-5D-0E-56-39-F1-6A-E7-E9-E8-CA-2A-FB-34-66.pdf
FRA,Quanto  Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,39.0,USD,['Eurostoxx 50'],Europe,2025-05-29T00:00:00Z,5.02192,Annually,0.0,European,-30.0,,,9.93,2029-05-29T00:00:00Z,0.0,139.72,0.0,129.79,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3036959313,https://brochures.structuredretailproducts.com/brochure/2025/08/12/DE-FC-F4-42-49-29-71-6E-89-BC-A9-79-A9-19-07-64.pdf
FRA,Memory Phoenix Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Morningstar Eurozone 50 Decrement 50 Point GR EUR Index'],Decrement,2025-04-02T00:00:00Z,12.29041,Quarterly,0.0,European,-50.0,0.0,8.0,8.0,2026-09-30T00:00:00Z,0.0,100.0,-8.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3021022523,https://brochures.structuredretailproducts.com/brochure/2025/08/12/F5-A2-19-55-9D-F7-27-F9-A7-3F-F8-6F-1C-32-9F-5F.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Euronext G Eni SPA 010622 Decrement 0.91 Index'],Decrement,2024-06-04T00:00:00Z,13.13425,Quarterly,0.0,European,-50.0,,,15.0,2028-01-04T00:00:00Z,0.0,137.5,0.0,186.25,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 04/06/2024, 04/07/2024",XS2688729818,https://brochures.structuredretailproducts.com/brochure/2025/08/12/67-5E-A1-A6-FC-53-52-85-33-A7-C2-62-73-03-22-50.pdf
FRA,Quanto  Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,USD,['Eurostoxx Banks'],Financial Services,2025-05-29T00:00:00Z,5.02192,Annually,0.0,European,-50.0,,,13.6,2029-05-29T00:00:00Z,0.0,154.4,0.0,113.6,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3036763509,https://brochures.structuredretailproducts.com/brochure/2025/08/12/C7-E4-08-72-3A-1F-0E-91-D7-B4-1D-EF-DE-14-CC-BB.pdf
FRA,Quanto Worst of Autocallable Certificates,Goldman Sachs,Non-public,Investment Certificate,10.0,USD,"['Nasdaq 100', 'Eurostoxx 50', 'Swiss Market Index (SMI)']",USA,2025-05-30T00:00:00Z,3.02192,SemiAnnually,0.0,European,-35.0,,,12.0,2027-11-30T00:00:00Z,0.0,130.0,0.0,112.0,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3036769969,https://brochures.structuredretailproducts.com/brochure/2025/08/12/17-E5-B2-06-31-72-1B-1F-44-3E-52-59-97-E1-49-07.pdf
FRA,5Y AUTOCALL WOF SX5E SP 07/11/30,JPMorgan,Non-public,Medium Term Note,3.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-04-24T00:00:00Z,5.54247,Quarterly,0.0,European,-35.0,0.0,7.3,7.3,2026-04-24T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969333413,https://brochures.structuredretailproducts.com/brochure/2025/08/12/AC-00-59-3E-93-BA-DD-2C-88-85-19-25-9A-23-4C-B4.pdf
FRA,Autocallable Phoenix Notes,JPMorgan,Non-public,Medium Term Note,2.0,USD,"['FTSE 100', 'Eurostoxx 50', 'S&P 500']",Europe,2025-03-13T00:00:00Z,3.0411,SemiAnnually,0.0,European,-30.0,0.0,9.72,9.72,2027-09-27T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969446967,https://brochures.structuredretailproducts.com/brochure/2025/08/12/6C-76-62-94-85-30-6C-F9-3F-20-F1-A1-7E-AC-FB-72.pdf
FRA,Autocallable Barrier Reverse Convertible Notes,JPMorgan,Non-public,Medium Term Note,3.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-06-11T00:00:00Z,5.02192,Quarterly,0.0,European,-35.0,0.0,6.45,6.45,2025-12-11T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969615587,https://brochures.structuredretailproducts.com/brochure/2025/08/12/6E-9E-E0-CC-05-29-03-5B-ED-23-05-CF-80-53-0C-01.pdf
FRA,5Y AUTOCALL S&P500 SX5E 04/12/30,JPMorgan,Non-public,Medium Term Note,3.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-05-27T00:00:00Z,5.52603,Quarterly,0.0,European,-35.0,0.0,6.75,6.75,2025-11-28T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969496475,https://brochures.structuredretailproducts.com/brochure/2025/08/12/8F-EB-6E-BC-60-1E-66-A4-EC-05-E1-6F-B9-B9-D9-0F.pdf
FRA,Autocallable Barrier Reverse Convertible Notes,JPMorgan,Non-public,Medium Term Note,21.0,EUR,"['Eurostoxx 50', 'Cac 40']",Europe,2025-05-07T00:00:00Z,6.0411,SemiAnnually,0.0,European,-40.0,,,5.72,2026-05-14T00:00:00Z,0.0,105.72,0.0,131.46,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",FR001400ZO64,https://brochures.structuredretailproducts.com/brochure/2025/08/12/BF-AD-14-E4-20-04-83-C6-12-7B-18-87-FE-7A-0F-CE.pdf
FRA,Autocallable Barrier Reverse Convertible Notes,JPMorgan,Non-public,Medium Term Note,3.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-07-08T00:00:00Z,5.52603,Quarterly,0.0,European,-35.0,0.0,6.55,6.55,2029-07-09T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969377899,https://brochures.structuredretailproducts.com/brochure/2025/08/12/08-CE-0A-D2-73-18-6F-95-54-AB-C4-AD-A4-BE-7D-EA.pdf
FRA,Autocallable Barrier Reverse Convertible Notes,JPMorgan,Non-public,Medium Term Note,2.5,USD,"['Eurostoxx 50', 'Nikkei 225', 'S&P 500']",Europe,2025-07-17T00:00:00Z,1.03836,Quarterly,0.0,European,-40.0,0.0,8.6,8.6,2026-05-01T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS2969636153,https://brochures.structuredretailproducts.com/brochure/2025/08/12/2C-82-D3-B0-7B-11-CC-FC-61-78-5D-C1-1E-7B-A3-BC.pdf
